'Hum'	1650	13650
'Breathe'	1700	27350
'Hum'	2450	41800
'Breathe'	1750	55550
'Hum'	2250	69800
'Breathe'	2150	83950
'Hum'	1500	97450
'Breathe'	2050	111500
'Hum'	1550	125050
'Breathe'	2300	139350
'Hum'	1950	153300
'Breathe'	2000	167300
'Hum'	2350	181650
'Breathe'	1900	195550
'Hum'	1800	209350
'Breathe'	2200	223550
'Hum'	1850	237400
'Breathe'	2100	251500
'Hum'	2400	265900
'Breathe'	1600	279500
