'Breathe'	1550	13550
'Hum'	2450	28000
'Breathe'	2200	42200
'Hum'	1950	56150
'Breathe'	2250	70400
'Hum'	2100	84500
'Breathe'	1800	98300
'Hum'	1900	112200
'Breathe'	2050	126250
'Hum'	2150	140400
'Breathe'	1500	153900
'Hum'	1750	167650
'Breathe'	1700	181350
'Hum'	2400	195750
'Breathe'	2000	209750
'Hum'	1850	223600
'Breathe'	1600	237200
'Hum'	2300	251500
'Breathe'	1650	265150
'Hum'	2350	279500
