'Watch'	2053	13993
'Say "hhh"'	2159	28092
'Watch'	2371	42403
'Say "eh"'	2954	57297
'Say "eh"'	2106	71343
'Say "hhh"'	2848	86131
'Say "eh"'	2795	100866
'Watch'	2318	115124
'Say "hhh"'	2583	129647
'Say "eh"'	2477	144064
'Watch'	2424	158428
'Say "eh"'	2530	172898
'Say "hhh"'	2265	187103
'Say "eh"'	2901	201944
'Say "hhh"'	2212	216096
'Watch'	2689	230725
'Watch'	2742	245407
'Say "hhh"'	2636	259983
